GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Commons Collections,org.apache.commons.collections,StaticBucketMap.ValueIterator,0,12,0,0,0,2,0,2,0,2
Commons Collections,org.apache.commons.collections,CursorableLinkedList.Cursor,36,151,7,19,11,37,10,13,4,6
Commons Collections,org.apache.commons.collections,FastTreeMap,290,461,18,50,57,113,22,39,10,17
Commons Collections,org.apache.commons.collections,ExtendedProperties.PropertiesTokenizer,0,46,1,3,0,13,1,4,0,3
Commons Collections,org.apache.commons.collections,ReferenceMap.WeakRef,0,11,0,0,0,4,0,2,0,2
Commons Collections,org.apache.commons.collections,EnumerationUtils,3,6,0,0,2,1,1,1,1,1
Commons Collections,org.apache.commons.collections,CollectionUtils,74,1179,15,229,22,308,17,154,6,43
Commons Collections,org.apache.commons.collections,DoubleOrderedMap.Node,2,241,2,10,1,44,2,23,0,19
Commons Collections,org.apache.commons.collections,DefaultMapBag.BagIterator,4,73,1,3,1,20,1,5,0,4
Commons Collections,org.apache.commons.collections,ReferenceMap.SoftRef,11,0,0,0,4,0,2,0,2,0
Commons Collections,org.apache.commons.collections,ReferenceMap,133,556,19,59,34,128,21,43,4,20
Commons Collections,org.apache.commons.collections.keyvalue,AbstractMapEntryDecorator,14,33,2,2,4,10,4,6,2,6
Commons Collections,org.apache.commons.collections.keyvalue,AbstractMapEntry,2,72,3,17,1,14,3,11,0,4
Commons Collections,org.apache.commons.collections.keyvalue,DefaultMapEntry,0,19,0,0,0,6,0,3,0,3
Commons Collections,org.apache.commons.collections.keyvalue,AbstractKeyValue,0,28,0,0,0,11,0,4,0,4
Commons Collections,org.apache.commons.collections.keyvalue,UnmodifiableMapEntry,0,24,0,0,0,7,0,4,0,4
Commons Collections,org.apache.commons.collections.keyvalue,TiedMapEntry,3,106,5,17,1,21,5,13,0,7
Commons Collections,org.apache.commons.collections.keyvalue,DefaultKeyValue,3,119,5,19,1,28,5,16,0,9
Commons Collections,org.apache.commons.collections.bag,SynchronizedBag,86,9,0,0,16,3,6,2,6,2
Commons Collections,org.apache.commons.collections.bag,TransformedSortedBag,53,11,8,0,11,3,9,2,5,2
Commons Collections,org.apache.commons.collections.bag,TypedSortedBag,3,7,0,0,2,1,1,1,1,1
Commons Collections,org.apache.commons.collections.bag,TreeBag,14,70,1,3,5,16,3,8,2,7
Commons Collections,org.apache.commons.collections.bag,SynchronizedBag.SynchronizedBagSet,8,0,0,0,3,0,1,0,1,0
Commons Collections,org.apache.commons.collections.bag,TypedBag,3,7,0,0,2,1,1,1,1,1
Commons Collections,org.apache.commons.collections.bag,AbstractMapBag.MutableInteger,18,6,4,0,4,3,4,1,2,1
Commons Collections,org.apache.commons.collections.bag,PredicatedBag,0,39,0,0,0,9,0,7,0,7
Commons Collections,org.apache.commons.collections.bag,AbstractMapBag.BagIterator,4,112,1,13,1,26,1,10,0,4
Commons Collections,org.apache.commons.collections.bag,UnmodifiableBag,61,12,1,1,18,4,13,2,12,2
Commons Collections,org.apache.commons.collections.bag,PredicatedSortedBag,0,27,0,0,0,7,0,6,0,6
Commons Collections,org.apache.commons.collections.bag,AbstractBagDecorator,28,4,0,0,7,2,6,1,6,1
Commons Collections,org.apache.commons.collections.bag,UnmodifiableSortedBag,61,12,1,1,18,4,13,2,12,2
Commons Collections,org.apache.commons.collections.bag,HashBag,0,28,0,0,0,11,0,4,0,4
Commons Collections,org.apache.commons.collections.bag,TransformedBag,9,73,3,5,2,15,4,8,1,7
Commons Collections,org.apache.commons.collections.bag,AbstractSortedBagDecorator,19,4,0,0,6,2,5,1,5,1
Commons Collections,org.apache.commons.collections.bag,AbstractMapBag,76,569,18,68,21,147,16,54,1,26
Commons Collections,org.apache.commons.collections.bag,SynchronizedSortedBag,57,9,0,0,12,3,5,2,5,2
Commons Collections,org.apache.commons.collections.comparators,ComparatorChain,70,227,15,27,19,59,18,21,6,12
Commons Collections,org.apache.commons.collections.comparators,TransformingComparator,32,0,0,0,9,0,3,0,3,0
Commons Collections,org.apache.commons.collections.comparators,NullComparator,13,93,4,20,3,20,5,14,1,6
Commons Collections,org.apache.commons.collections.comparators,ComparableComparator,0,34,1,5,0,8,1,8,0,6
Commons Collections,org.apache.commons.collections.comparators,FixedOrderComparator,47,214,9,31,5,47,8,23,0,10
Commons Collections,org.apache.commons.collections.comparators,ReverseComparator,9,47,2,6,4,13,3,6,1,4
Commons Collections,org.apache.commons.collections.comparators,BooleanComparator,7,86,1,13,1,18,2,16,1,10
Commons Collections,org.apache.commons.collections.list,GrowthList,7,89,1,5,2,20,2,8,1,6
Commons Collections,org.apache.commons.collections.list,AbstractListDecorator,6,58,0,0,1,15,1,12,1,12
Commons Collections,org.apache.commons.collections.list,TransformedList,13,115,3,5,2,24,4,14,1,13
Commons Collections,org.apache.commons.collections.list,AbstractSerializableListDecorator,0,19,0,0,0,8,0,3,0,3
Commons Collections,org.apache.commons.collections.list,LazyList,30,54,2,6,6,15,3,5,1,3
Commons Collections,org.apache.commons.collections.list,TreeList,7,207,0,12,3,42,1,20,1,14
Commons Collections,org.apache.commons.collections.list,CursorableLinkedList.Cursor,11,172,3,23,2,51,3,19,0,9
Commons Collections,org.apache.commons.collections.list,CursorableLinkedList,24,223,7,19,8,77,8,25,1,19
Commons Collections,org.apache.commons.collections.list,AbstractLinkedList,28,778,9,91,8,192,10,89,1,48
Commons Collections,org.apache.commons.collections.list,TransformedList.TransformedListIterator,0,27,0,0,0,9,0,3,0,3
Commons Collections,org.apache.commons.collections.list,TreeList.TreeListIterator,12,247,2,20,2,56,2,20,0,11
Commons Collections,org.apache.commons.collections.list,TreeList.AVLNode,74,745,14,106,7,172,12,79,1,29
Commons Collections,org.apache.commons.collections.list,FixedSizeList,31,81,0,0,7,16,6,15,6,15
Commons Collections,org.apache.commons.collections.list,SynchronizedList,58,117,0,0,11,23,3,11,3,11
Commons Collections,org.apache.commons.collections.list,AbstractLinkedList.LinkedSubList,62,249,5,11,6,57,6,16,1,13
Commons Collections,org.apache.commons.collections.list,AbstractLinkedList.LinkedSubListIterator,0,69,0,4,0,14,0,8,0,6
Commons Collections,org.apache.commons.collections.list,PredicatedList.PredicatedListIterator,0,25,0,0,0,9,0,3,0,3
Commons Collections,org.apache.commons.collections.list,NodeCachingLinkedList,10,150,0,12,4,51,2,18,2,12
Commons Collections,org.apache.commons.collections.list,CursorableLinkedList.SubCursor,0,70,0,4,0,14,0,8,0,6
Commons Collections,org.apache.commons.collections.list,SetUniqueList.SetListListIterator,0,55,0,2,0,17,0,7,0,6
Commons Collections,org.apache.commons.collections.list,UnmodifiableList,2,79,1,1,1,19,1,16,0,16
Commons Collections,org.apache.commons.collections.list,PredicatedList,13,83,0,2,2,18,1,13,1,12
Commons Collections,org.apache.commons.collections.list,SetUniqueList.SetListIterator,0,29,0,0,0,10,0,3,0,3
Commons Collections,org.apache.commons.collections.list,FixedSizeList.FixedSizeListIterator,10,4,0,0,2,2,2,1,2,1
Commons Collections,org.apache.commons.collections.list,AbstractLinkedList.Node,26,22,0,0,11,10,5,4,5,4
Commons Collections,org.apache.commons.collections.list,AbstractLinkedList.LinkedListIterator,0,211,0,14,0,50,0,19,0,12
Commons Collections,org.apache.commons.collections.list,SetUniqueList,26,267,3,19,7,65,4,27,1,19
Commons Collections,org.apache.commons.collections.list,TypedList,3,7,0,0,2,1,1,1,1,1
Commons Collections,org.apache.commons.collections.iterators,FilterListIterator,87,158,6,22,23,55,16,19,10,11
Commons Collections,org.apache.commons.collections.iterators,EmptyIterator,0,10,0,0,0,4,0,2,0,2
Commons Collections,org.apache.commons.collections.iterators,CollatingIterator,78,315,10,36,20,85,11,34,4,18
Commons Collections,org.apache.commons.collections.iterators,AbstractListIteratorDecorator,8,46,1,1,2,16,2,10,1,10
Commons Collections,org.apache.commons.collections.iterators,ObjectArrayIterator,9,148,0,14,3,38,3,16,3,9
Commons Collections,org.apache.commons.collections.iterators,AbstractEmptyIterator,0,52,0,0,0,15,0,14,0,14
Commons Collections,org.apache.commons.collections.iterators,UniqueFilterIterator,0,5,0,0,0,2,0,1,0,1
Commons Collections,org.apache.commons.collections.iterators,EnumerationIterator,36,29,4,0,11,10,6,4,4,4
Commons Collections,org.apache.commons.collections.iterators,ArrayListIterator,11,119,0,8,3,27,2,14,2,10
Commons Collections,org.apache.commons.collections.iterators,ArrayIterator,3,178,0,10,1,41,1,15,1,10
Commons Collections,org.apache.commons.collections.iterators,EntrySetMapIterator,121,0,10,0,31,0,14,0,9,0
Commons Collections,org.apache.commons.collections.iterators,UnmodifiableMapIterator,0,49,0,4,0,14,0,10,0,8
Commons Collections,org.apache.commons.collections.iterators,SingletonIterator,0,75,0,14,0,22,0,13,0,6
Commons Collections,org.apache.commons.collections.iterators,EmptyOrderedIterator,0,8,0,0,0,3,0,2,0,2
Commons Collections,org.apache.commons.collections.iterators,UnmodifiableOrderedMapIterator,0,57,0,4,0,16,0,12,0,10
Commons Collections,org.apache.commons.collections.iterators,EmptyOrderedMapIterator,0,8,0,0,0,3,0,2,0,2
Commons Collections,org.apache.commons.collections.iterators,IteratorEnumeration,24,0,0,0,10,0,6,0,6,0
Commons Collections,org.apache.commons.collections.iterators,SingletonListIterator,0,127,2,26,0,32,2,23,0,11
Commons Collections,org.apache.commons.collections.iterators,AbstractIteratorDecorator,8,20,1,1,2,8,2,4,1,4
Commons Collections,org.apache.commons.collections.iterators,AbstractOrderedMapIteratorDecorator,49,0,2,0,15,0,11,0,10,0
Commons Collections,org.apache.commons.collections.iterators,FilterIterator,17,96,1,11,5,35,4,13,3,8
Commons Collections,org.apache.commons.collections.iterators,ListIteratorWrapper,27,103,3,7,7,26,7,9,4,7
Commons Collections,org.apache.commons.collections.iterators,LoopingListIterator,16,134,3,21,4,37,4,20,1,11
Commons Collections,org.apache.commons.collections.iterators,ObjectGraphIterator,0,198,0,30,0,57,0,23,0,8
Commons Collections,org.apache.commons.collections.iterators,TransformIterator,56,0,2,0,22,0,12,0,11,0
Commons Collections,org.apache.commons.collections.iterators,EmptyListIterator,0,10,0,0,0,4,0,2,0,2
Commons Collections,org.apache.commons.collections.iterators,ProxyIterator,28,0,0,0,12,0,7,0,7,0
Commons Collections,org.apache.commons.collections.iterators,EmptyMapIterator,0,8,0,0,0,3,0,2,0,2
Commons Collections,org.apache.commons.collections.iterators,ObjectArrayListIterator,12,112,0,8,5,23,2,14,2,10
Commons Collections,org.apache.commons.collections.iterators,UnmodifiableListIterator,0,62,0,4,0,17,0,13,0,11
Commons Collections,org.apache.commons.collections.iterators,LoopingIterator,0,56,0,8,0,17,0,10,0,6
Commons Collections,org.apache.commons.collections.iterators,ProxyListIterator,54,0,0,0,20,0,13,0,13,0
Commons Collections,org.apache.commons.collections.iterators,IteratorChain,104,176,8,14,20,45,11,16,6,10
Commons Collections,org.apache.commons.collections.iterators,UnmodifiableIterator,0,36,0,4,0,11,0,7,0,5
Commons Collections,org.apache.commons.collections.iterators,ReverseListIterator,5,98,1,5,1,30,1,13,0,11
Commons Collections,org.apache.commons.collections.iterators,AbstractMapIteratorDecorator,41,0,2,0,13,0,9,0,8,0
Commons Collections,org.apache.commons.collections.set,MapBackedSet,5,151,1,9,1,32,1,22,0,18
Commons Collections,org.apache.commons.collections.set,TypedSortedSet,3,7,0,0,2,1,1,1,1,1
Commons Collections,org.apache.commons.collections.set,UnmodifiableSet,2,41,1,1,1,11,1,9,0,9
Commons Collections,org.apache.commons.collections.set,UnmodifiableSortedSet,2,87,1,1,1,23,1,14,0,14
Commons Collections,org.apache.commons.collections.set,TransformedSet,0,48,3,5,0,10,3,4,0,3
Commons Collections,org.apache.commons.collections.set,SynchronizedSortedSet,41,98,0,0,8,19,1,9,1,9
Commons Collections,org.apache.commons.collections.set,AbstractSortedSetDecorator,16,23,0,0,3,8,3,6,3,6
Commons Collections,org.apache.commons.collections.set,ListOrderedSet.OrderedSetIterator,0,28,0,0,0,9,0,3,0,3
Commons Collections,org.apache.commons.collections.set,PredicatedSortedSet,0,64,0,0,0,13,0,9,0,9
Commons Collections,org.apache.commons.collections.set,CompositeSet,20,177,5,27,2,45,5,21,0,10
Commons Collections,org.apache.commons.collections.set,AbstractSerializableSetDecorator,0,19,0,0,0,8,0,3,0,3
Commons Collections,org.apache.commons.collections.set,TransformedSortedSet,41,60,8,0,8,12,6,8,2,8
Commons Collections,org.apache.commons.collections.set,TypedSet,3,7,0,0,2,1,1,1,1,1
Commons Collections,org.apache.commons.collections.set,SynchronizedSet,9,9,0,0,3,3,2,2,2,2
Commons Collections,org.apache.commons.collections.set,ListOrderedSet,46,259,8,24,11,71,6,32,1,21
Commons Collections,org.apache.commons.collections.set,AbstractSetDecorator,0,11,0,0,0,5,0,3,0,3
Commons Collections,org.apache.commons.collections.set,PredicatedSet,0,15,0,0,0,4,0,3,0,3
Commons Collections,org.apache.commons.collections.buffer,PredicatedBuffer,0,23,0,0,0,6,0,5,0,5
Commons Collections,org.apache.commons.collections.buffer,BoundedFifoBuffer.new Iterator() {...},0,192,0,18,0,33,0,13,0,4
Commons Collections,org.apache.commons.collections.buffer,UnmodifiableBuffer,2,60,1,1,1,18,1,12,0,12
Commons Collections,org.apache.commons.collections.buffer,PriorityBuffer,35,443,1,43,11,100,7,41,6,20
Commons Collections,org.apache.commons.collections.buffer,BoundedBuffer,29,196,0,16,6,38,0,18,0,10
Commons Collections,org.apache.commons.collections.buffer,BoundedFifoBuffer,14,297,3,37,4,72,4,32,1,15
Commons Collections,org.apache.commons.collections.buffer,PriorityBuffer.new Iterator() {...},0,165,1,21,0,28,1,14,0,4
Commons Collections,org.apache.commons.collections.buffer,UnboundedFifoBuffer.new Iterator() {...},0,129,0,10,0,24,0,9,0,4
Commons Collections,org.apache.commons.collections.buffer,AbstractBufferDecorator,12,7,0,0,3,4,3,2,3,2
Commons Collections,org.apache.commons.collections.buffer,BlockingBuffer,345,0,22,0,72,0,21,0,10,0
Commons Collections,org.apache.commons.collections.buffer,BoundedBuffer.NotifyingIterator,5,24,0,0,0,8,0,2,0,2
Commons Collections,org.apache.commons.collections.buffer,CircularFifoBuffer,4,18,0,2,2,7,1,4,1,3
Commons Collections,org.apache.commons.collections.buffer,TransformedBuffer,12,48,3,5,3,10,6,4,3,3
Commons Collections,org.apache.commons.collections.buffer,UnboundedFifoBuffer,15,245,4,22,3,62,4,21,0,12
Commons Collections,org.apache.commons.collections.buffer,TypedBuffer,10,0,0,0,3,0,2,0,2,0
Commons Collections,org.apache.commons.collections.buffer,SynchronizedBuffer,26,24,0,0,6,6,2,4,2,4
